,experiment462,experiment461,experiment460,experiment459,experiment458,experiment457,experiment456,experiment455,experiment454,experiment453,experiment452,experiment451,experiment450,experiment449,experiment448,experiment447,experiment446,experiment445,experiment444,experiment443,experiment442,experiment441,experiment440,experiment439,experiment438,experiment437,experiment436,experiment435,experiment434,experiment433,experiment432,experiment431,experiment430,experiment429,experiment428,experiment427,experiment426,experiment425,experiment424,experiment423,experiment422,experiment421,experiment420,experiment419,experiment418,experiment417,experiment416,experiment415,experiment414,experiment413,experiment412,experiment411,experiment410,experiment409,experiment408,experiment407,experiment406,experiment405,experiment404,experiment403,experiment402,experiment401,experiment400,experiment399,experiment398,experiment397,experiment396,experiment395,experiment394,experiment393,experiment392,experiment391,experiment390,experiment389,experiment388,experiment387,experiment386,experiment385,experiment384,experiment383,experiment382,experiment381,experiment380,experiment379,experiment378,experiment377,experiment376,experiment375,experiment374,experiment373,experiment372,experiment371,experiment370,experiment369,experiment368,experiment367,experiment366,experiment365,experiment364,experiment363,experiment362,experiment361,experiment360,experiment359,experiment358,experiment357,experiment356,experiment355,experiment354,experiment353,experiment352,experiment351,experiment350,experiment349,experiment348,experiment347,experiment346,experiment345,experiment344,experiment343,experiment342,experiment341,experiment340,experiment339,experiment338,experiment337,experiment336,experiment335,experiment334,experiment333,experiment332,experiment331,experiment330,experiment329,experiment328,experiment327,experiment326,experiment325,experiment324,experiment323,experiment322,experiment321,experiment320,experiment319,experiment318,experiment317,experiment316,experiment315,experiment314,experiment313,experiment312,experiment311,experiment310,experiment309,experiment308,experiment307,experiment306,experiment305,experiment304,experiment303,experiment302,experiment301,experiment300,experiment299,experiment298,experiment297,experiment296,experiment295,experiment294,experiment293,experiment292,experiment291,experiment290,experiment289,experiment288,experiment287,experiment286,experiment285,experiment284,experiment283,experiment282,experiment281,experiment280,experiment279,experiment278,experiment277,experiment276,experiment275,experiment274,experiment273,experiment272,experiment271,experiment270,experiment269,experiment268,experiment267,experiment266,experiment265,experiment264,experiment263,experiment262,experiment261,experiment260,experiment259,experiment258,experiment257,experiment256,experiment255,experiment254,experiment253,experiment252,experiment251,experiment250,experiment249,experiment248,experiment247,experiment246,experiment245,experiment244,experiment243,experiment242,experiment241,experiment240,experiment239,experiment238,experiment237,experiment236,experiment235,experiment234,experiment233,experiment232,experiment231,experiment230,experiment229,experiment228,experiment227,experiment226,experiment225,experiment224,experiment223,experiment222,experiment221,experiment220,experiment219,experiment218,experiment217,experiment216,experiment215,experiment214,experiment213,experiment212,experiment211,experiment210,experiment209,experiment208,experiment207,experiment206,experiment205,experiment204,experiment203,experiment202,experiment201,experiment200,experiment199,experiment198,experiment197,experiment196,experiment195,experiment194,experiment193,experiment192,experiment191,experiment190,experiment189,experiment188,experiment187,experiment186,experiment185,experiment184,experiment183,experiment182,experiment181,experiment180,experiment179,experiment178,experiment177,experiment176,experiment175,experiment174,experiment173,experiment172,experiment171,experiment170,experiment169,experiment168,experiment167,experiment166,experiment165,experiment164,experiment163,experiment162,experiment161,experiment160,experiment159,experiment158,experiment157,experiment156,experiment155,experiment154,experiment153,experiment152,experiment151,experiment150,experiment149,experiment148,experiment147,experiment146,experiment145,experiment144,experiment143,experiment142,experiment141,experiment140,experiment139,experiment138,experiment137,experiment136,experiment135,experiment134,experiment133,experiment132,experiment131,experiment130,experiment129,experiment128,experiment127,experiment126,experiment125,experiment124,experiment123,experiment122,experiment121,experiment120,experiment119,experiment118,experiment117,experiment116,experiment115,experiment114,experiment113,experiment112,experiment111,experiment110,experiment109,experiment108,experiment107,experiment106,experiment105,experiment104,experiment103,experiment102,experiment101,experiment100,experiment99,experiment98,experiment97,experiment96,experiment95,experiment94,experiment93,experiment92,experiment91,experiment90,experiment89,experiment88,experiment87,experiment86,experiment85,experiment84,experiment83,experiment82,experiment81,experiment80,experiment79,experiment78,experiment77,experiment76,experiment75,experiment74,experiment73,experiment72,experiment71,experiment70,experiment69,experiment68,experiment67,experiment66,experiment65,experiment64,experiment63,experiment62,experiment61,experiment60,experiment59,experiment58,experiment57,experiment56,experiment55,experiment54,experiment53,experiment52,experiment51,experiment50,experiment49,experiment48,experiment47,experiment46,experiment45,experiment44,experiment43,experiment42,experiment41,experiment40,experiment39,experiment38,experiment37,experiment36,experiment35,experiment34,experiment33,experiment32,experiment31,experiment30,experiment29,experiment28,experiment27,experiment26,experiment25,experiment24,experiment23,experiment22,experiment21,experiment20,experiment19,experiment18,experiment17,experiment16,experiment15,experiment14,experiment13,experiment12,experiment11,experiment10,experiment9,experiment8,experiment7,experiment6,experiment5,experiment4,experiment3,experiment2,experiment1,experiment0
10,34,32,34,24,44,41,30,34,20,20,46,32,14,6,30,11,28,37,47,18,26,25,5,30,17,20,37,30,10,45,14,45,9,9,25,32,40,41,7,38,47,14,34,30,24,27,15,40,32,44,34,28,17,41,36,36,34,16,24,33,30,12,25,23,34,36,26,13,38,22,31,12,26,42,22,22,26,26,23,31,4,24,33,44,33,19,32,31,6,35,35,12,40,40,42,40,21,34,36,40,22,5,17,19,16,26,33,26,7,17,40,36,47,13,11,36,31,39,32,42,22,5,42,26,18,42,31,42,28,34,36,36,15,45,29,40,31,42,36,38,20,38,34,30,32,27,42,29,5,47,40,27,16,37,33,40,28,32,40,27,35,40,27,25,22,34,3,44,34,41,33,36,17,41,33,15,43,44,34,47,10,41,19,29,29,21,36,36,22,26,43,47,43,43,36,7,32,36,22,6,7,42,13,41,23,46,40,16,44,41,38,15,47,43,32,40,13,27,26,34,31,33,30,44,17,31,23,7,34,21,34,38,9,34,10,33,28,36,26,13,29,42,29,25,37,43,34,18,19,19,42,38,24,40,35,34,22,40,26,4,40,36,15,22,47,38,40,9,6,45,35,27,41,6,31,12,39,36,47,32,36,18,42,16,25,33,27,38,42,15,30,14,36,32,7,16,41,14,20,29,26,5,33,30,23,38,12,8,43,22,31,41,22,38,37,22,14,32,26,24,21,12,21,26,36,8,36,42,32,10,45,34,47,30,24,32,17,47,20,45,21,10,9,20,21,31,15,13,20,14,13,30,38,12,43,15,47,7,28,29,28,34,33,24,20,25,42,41,38,18,40,40,40,12,26,26,39,37,28,41,17,45,3,35,15,39,36,32,11,36,6,26,33,37,38,13,8,40,10,3,20,15,39,44,44,28,31,43,41,33,43,28,24,23,13,29,21,20,3,7,20,41,14,4,26,4,17,11,38,45,40,24,13,39,14,40,32,22,18,37,15,37,36,7,38,43,11,44,45,24,37,26,29,47,14,32,36,3,32,34,37,28,7
11,25,34,19,26,42,43,30,34,18,13,46,38,26,36,32,18,28,37,38,18,26,25,5,32,9,20,23,28,10,45,30,43,9,14,11,30,40,43,7,40,47,14,34,32,34,42,17,42,24,34,30,26,7,37,36,30,34,10,23,36,31,9,26,23,8,41,34,43,34,22,17,12,18,36,23,21,28,25,26,33,4,30,34,47,33,19,30,28,3,40,35,26,40,40,44,38,24,38,36,43,30,6,18,23,16,26,38,36,7,36,38,37,43,13,14,22,24,38,25,42,32,23,38,40,18,20,42,43,28,34,37,37,47,46,30,41,36,42,34,19,21,39,32,31,26,30,12,31,4,43,37,45,16,35,32,42,28,45,41,27,38,42,15,34,16,39,14,44,25,42,35,36,18,37,35,15,43,45,40,43,10,42,27,30,29,17,36,36,30,26,47,26,43,43,38,5,32,38,27,7,7,46,20,41,47,42,40,32,41,35,37,23,47,41,33,27,13,25,24,38,31,38,30,40,24,33,22,7,34,25,41,39,9,41,10,16,28,39,25,22,29,42,30,37,37,43,46,26,12,19,42,21,24,41,37,31,26,47,11,26,36,39,12,17,46,38,41,9,10,40,35,27,25,16,37,22,40,34,47,42,38,16,42,18,23,33,28,40,42,15,28,37,30,30,7,20,43,20,19,24,9,5,42,25,27,36,12,32,45,30,28,35,24,37,38,26,16,33,27,34,27,12,25,23,37,10,38,38,30,10,47,32,47,31,28,32,36,47,15,47,17,10,10,19,21,29,15,13,6,12,16,30,7,10,44,16,32,7,36,47,38,32,33,34,20,23,12,38,44,26,12,44,40,13,33,32,35,39,26,43,34,45,3,34,15,35,36,32,14,36,10,25,36,6,40,12,10,41,8,3,20,8,24,44,36,30,33,43,43,34,43,27,27,23,30,13,21,16,15,7,24,27,10,6,21,23,17,30,38,33,33,19,19,43,15,40,32,20,12,37,34,38,30,7,37,43,15,40,35,24,39,27,46,47,13,26,44,3,17,34,33,13,7
12,26,34,20,24,44,44,31,34,18,19,46,38,34,28,26,18,28,46,48,20,26,24,5,34,16,37,45,30,10,47,19,44,13,14,17,14,42,43,9,40,48,48,37,15,34,43,27,42,22,38,30,28,19,39,38,37,38,9,30,22,30,9,30,35,46,39,27,12,32,22,44,43,24,46,23,26,28,18,27,31,6,32,12,40,33,19,26,24,14,41,37,25,41,36,43,36,26,39,38,44,34,6,18,24,12,24,39,37,7,24,40,32,36,18,17,22,33,38,32,43,22,37,40,39,18,20,3,48,28,38,38,45,15,46,28,42,38,43,26,34,21,34,34,32,30,30,8,27,5,40,40,45,42,37,32,43,28,28,41,32,38,40,7,33,16,15,30,29,12,44,43,19,15,41,34,16,19,6,40,47,19,43,25,30,35,18,42,38,30,26,42,24,22,30,38,3,11,35,31,7,7,47,20,8,21,42,42,16,46,39,33,17,25,8,30,28,12,25,28,36,31,27,30,46,25,32,23,8,34,19,47,40,9,36,9,16,13,39,27,24,29,41,30,32,39,13,46,20,12,40,44,40,24,40,47,37,25,12,6,28,39,39,15,13,46,31,28,22,34,21,33,27,26,16,37,5,38,38,48,38,36,16,45,32,27,33,28,36,43,17,30,37,29,23,44,20,9,16,21,25,7,8,31,23,23,36,12,27,43,30,29,43,24,38,34,29,13,33,26,34,27,13,23,27,34,3,38,42,30,22,36,40,48,24,28,34,36,33,21,48,18,12,16,17,21,33,16,13,6,24,14,30,5,14,44,24,46,8,11,48,38,32,34,36,20,26,44,38,46,26,38,44,44,13,33,34,35,41,26,43,34,21,3,34,15,36,39,7,19,28,10,26,36,6,40,13,16,42,9,3,20,15,39,46,20,30,34,45,45,23,43,27,27,31,36,19,38,21,41,7,24,22,10,23,21,6,17,30,29,47,39,25,38,43,13,42,34,22,20,37,19,41,36,7,24,13,15,37,47,34,37,28,37,48,20,32,42,3,19,34,25,14,32
13,38,31,20,24,42,45,26,27,22,21,48,40,30,7,25,5,26,46,49,21,26,24,5,33,17,24,38,30,10,47,30,41,12,14,24,33,41,45,10,33,49,47,35,15,6,44,27,42,26,42,26,24,20,39,28,38,39,7,22,41,29,9,32,21,9,43,34,27,30,22,44,45,3,36,23,22,27,5,24,35,6,32,12,49,33,27,32,26,49,40,37,24,35,42,44,39,24,40,44,31,35,20,18,26,12,28,40,26,47,24,34,39,36,18,9,11,34,14,27,46,19,22,40,41,20,22,46,48,16,43,39,39,14,44,30,43,32,44,20,38,30,41,32,32,25,31,31,32,5,36,38,46,6,38,33,25,28,29,45,28,39,26,28,33,16,15,31,13,13,44,45,33,11,41,34,38,45,6,42,11,21,43,21,48,37,19,42,38,12,26,47,26,32,40,26,3,11,35,31,6,6,47,24,20,21,46,44,13,47,43,26,25,41,10,15,33,12,27,28,36,33,28,46,47,26,34,30,15,32,22,37,35,48,36,9,16,30,40,32,40,28,41,33,32,27,13,31,30,13,40,43,41,22,40,48,38,20,42,37,28,39,35,19,19,15,35,41,20,34,30,29,27,26,16,33,29,30,32,48,39,36,18,39,20,14,13,28,34,44,42,30,37,33,30,42,30,45,24,21,32,34,3,44,25,24,37,12,28,44,30,31,20,24,38,25,27,11,34,19,35,28,12,17,39,49,3,40,43,30,21,37,34,49,29,27,34,42,35,21,45,14,18,16,16,5,27,16,14,12,24,21,29,21,22,45,32,37,9,11,18,39,32,25,32,20,26,45,38,46,26,39,42,46,13,34,33,45,39,30,43,34,28,3,32,43,36,37,35,15,38,14,22,37,6,34,13,10,41,8,49,40,35,20,45,35,37,34,46,47,23,46,28,27,23,38,31,38,22,16,8,28,22,10,40,26,19,17,34,36,45,39,35,39,43,12,42,35,22,20,33,11,42,30,7,44,47,15,42,48,36,39,18,3,49,14,33,44,3,19,35,31,15,14
14,27,34,20,24,44,45,26,47,21,20,46,39,16,7,29,18,16,46,50,46,30,26,5,33,18,24,47,14,10,47,30,3,15,8,42,33,15,46,13,34,34,15,35,24,35,44,15,37,36,36,36,30,19,30,38,38,40,7,19,45,31,17,34,36,5,43,38,49,30,19,21,20,22,48,43,17,26,3,18,35,24,30,36,50,32,23,33,22,13,45,39,25,16,42,42,44,42,40,38,42,38,18,18,24,13,29,41,25,44,30,38,20,45,18,9,10,34,13,27,43,28,39,31,30,30,19,46,49,20,44,38,47,14,44,30,43,50,45,20,34,32,38,34,32,32,32,32,32,5,44,44,31,6,38,34,46,32,34,45,26,33,26,33,33,16,41,31,9,13,44,45,21,20,41,35,31,47,48,34,9,10,43,21,46,36,19,26,38,32,28,47,26,31,43,38,3,32,44,21,9,6,46,15,43,22,38,46,3,47,46,46,26,35,8,45,41,12,25,30,44,33,33,33,45,16,40,30,16,30,22,49,10,9,30,11,38,13,40,27,17,40,42,32,37,41,40,33,31,13,38,37,34,22,41,49,38,28,42,38,28,39,31,19,27,15,40,27,20,34,40,30,27,23,16,34,38,40,36,49,30,37,18,20,20,9,17,28,37,30,42,32,35,38,27,42,50,11,33,23,31,35,3,44,27,24,42,12,31,45,32,49,43,25,39,25,27,11,35,30,36,20,12,17,28,40,20,40,44,32,33,38,39,50,29,31,36,39,45,22,45,15,18,25,25,21,34,20,14,10,14,19,30,21,20,21,26,29,10,10,44,39,34,27,40,24,26,13,34,47,26,40,46,44,13,37,50,25,43,26,45,34,24,3,36,44,37,36,36,17,39,12,22,47,8,42,13,11,13,18,50,41,36,20,48,40,36,34,42,46,37,46,30,20,33,39,32,43,16,15,12,26,22,10,22,38,19,17,11,35,45,39,36,22,43,30,42,35,39,20,10,11,43,34,7,39,48,21,42,46,32,39,36,3,50,18,33,44,3,19,32,37,15,9
15,33,28,21,22,42,45,27,36,28,17,50,25,16,30,34,19,38,40,51,21,40,32,6,32,19,25,41,32,12,47,34,47,13,8,20,33,17,47,14,40,35,16,39,26,26,45,15,39,36,5,26,27,20,30,36,42,40,7,18,45,31,13,32,26,9,45,38,31,38,19,22,10,6,38,35,23,30,5,28,37,6,29,28,43,35,34,32,24,12,41,40,29,16,42,36,44,40,34,45,45,34,20,18,26,13,32,41,36,46,28,38,23,47,18,7,24,36,39,27,43,18,38,30,39,30,18,46,49,24,40,27,44,8,45,31,44,13,47,22,35,22,39,26,36,39,32,36,33,5,44,42,5,8,36,35,48,32,48,43,7,31,26,38,37,20,41,28,46,42,39,37,40,22,43,5,38,47,15,42,9,23,6,21,46,37,19,25,38,33,24,8,27,30,42,38,3,4,44,21,42,22,49,26,43,24,47,46,3,29,45,46,17,28,8,47,41,11,27,32,46,35,29,30,49,26,40,42,3,30,30,37,10,8,42,9,29,31,42,34,35,41,43,33,37,41,41,33,32,14,37,37,46,26,42,44,38,30,40,40,34,32,45,18,17,15,35,27,20,10,21,31,28,27,16,35,22,40,36,49,29,38,20,47,19,15,15,30,35,46,42,30,35,38,26,40,22,5,26,22,25,38,3,46,26,24,44,13,34,45,30,34,20,28,40,40,23,11,36,30,36,14,12,23,39,31,20,39,40,32,26,34,36,51,31,32,36,34,35,26,49,15,23,25,26,24,35,22,17,35,14,50,28,20,38,46,34,41,10,12,48,40,12,32,41,28,26,10,34,14,26,28,46,48,13,24,42,25,44,26,30,34,48,3,40,50,38,39,37,15,30,14,21,49,6,34,39,10,19,18,38,42,36,26,46,41,37,30,42,46,37,46,30,22,33,17,17,45,16,15,20,26,23,26,8,38,28,17,36,45,46,39,36,22,43,18,43,35,41,28,9,11,27,34,14,48,48,21,42,37,44,43,17,3,30,14,34,25,47,19,36,34,15,11
16,36,26,21,22,42,51,19,5,26,21,48,26,31,38,36,22,39,48,51,46,42,26,12,36,19,28,42,26,12,46,3,48,15,8,7,39,29,47,15,5,36,15,39,26,26,45,16,39,36,39,26,28,20,37,37,40,40,29,6,41,31,31,32,35,7,46,28,49,34,22,39,11,6,36,47,30,22,18,32,37,27,32,28,44,35,34,33,24,3,39,40,28,33,41,42,47,38,26,41,45,40,28,18,27,12,28,21,39,7,40,38,38,41,20,7,24,26,12,29,43,18,27,30,35,32,17,50,51,28,41,27,49,39,46,41,45,13,43,20,36,30,43,46,36,36,32,36,34,6,46,39,5,19,36,36,48,32,31,47,25,37,28,38,37,24,41,42,47,34,41,33,19,29,45,34,31,49,18,40,49,23,43,23,48,36,19,27,40,33,28,44,27,40,42,38,3,12,42,6,43,17,49,26,43,26,45,48,13,49,43,44,28,35,8,48,32,11,25,30,47,41,29,39,47,18,41,43,3,38,24,33,10,9,45,9,20,36,42,36,16,42,43,32,14,41,47,33,30,14,19,38,34,36,44,44,37,30,34,40,34,17,30,17,27,41,29,25,18,6,21,37,29,24,18,35,31,32,40,5,30,40,17,48,18,15,28,38,35,48,42,30,35,40,28,46,30,8,34,22,32,38,3,47,26,27,43,39,36,49,34,35,45,28,39,40,24,8,43,15,34,14,13,40,27,32,20,39,41,33,26,44,45,51,31,32,38,42,38,18,48,15,9,25,32,24,36,16,43,16,32,13,28,26,26,22,28,44,8,12,48,38,11,32,42,15,26,12,34,43,26,40,47,48,44,24,42,23,39,26,47,39,15,3,30,51,40,39,38,15,40,16,23,43,43,25,35,12,43,20,7,42,36,26,48,37,37,32,43,47,31,42,26,30,33,38,20,46,16,19,8,25,8,12,24,29,28,17,32,42,37,38,30,17,41,26,38,33,41,15,9,14,29,34,13,51,49,38,44,3,34,43,18,4,30,29,37,45,43,19,36,34,15,11
17,30,36,21,24,38,47,24,5,26,16,50,28,32,30,32,22,40,39,43,47,40,26,29,30,32,50,42,36,12,47,3,48,15,8,7,40,48,48,31,42,37,24,39,26,35,45,29,46,36,48,34,28,46,31,43,40,52,29,26,14,32,11,30,22,7,25,28,51,44,22,51,13,8,37,37,19,23,18,26,32,7,32,17,44,35,35,29,28,3,46,40,30,17,44,38,44,38,34,41,46,42,28,18,28,17,33,43,44,7,30,40,24,42,21,12,26,34,11,32,43,18,27,42,32,32,19,44,42,28,42,38,49,30,51,41,46,13,44,32,27,32,12,48,35,37,26,37,34,11,46,39,5,9,35,36,45,30,32,49,7,37,31,46,39,22,44,33,48,6,41,45,26,29,43,4,29,47,15,28,52,14,42,21,48,34,19,52,40,33,28,44,26,28,44,38,28,11,42,19,33,17,49,24,45,25,49,46,12,46,49,45,28,45,8,48,34,35,27,46,48,41,29,50,45,18,41,44,3,39,26,37,9,8,32,11,18,38,48,42,32,42,45,35,38,42,47,44,30,14,21,46,33,36,36,46,40,32,46,43,34,19,33,28,24,41,29,42,21,5,21,32,29,28,16,4,29,32,38,5,26,42,17,48,18,10,31,30,38,48,44,30,38,36,26,44,52,8,16,23,33,39,9,51,27,27,45,43,36,49,32,36,45,26,39,42,25,11,43,11,38,9,11,20,28,3,18,37,46,33,26,45,46,52,32,34,39,42,37,28,49,16,35,27,24,5,36,18,44,28,26,13,32,16,48,19,28,44,10,38,49,46,11,32,27,21,27,14,20,18,28,41,47,45,16,26,28,35,44,15,48,24,3,3,44,52,40,40,21,17,28,16,23,41,44,28,35,12,43,20,7,37,37,26,41,21,33,32,49,48,33,43,28,30,37,44,34,46,16,19,8,26,18,12,25,37,28,6,33,42,43,42,36,22,43,28,45,37,41,15,9,13,29,36,13,47,49,38,44,38,46,44,18,3,32,29,37,46,14,19,36,26,15,7
18,40,36,21,28,38,47,33,5,28,15,37,28,32,32,29,23,42,50,7,48,40,25,24,34,34,29,42,32,10,47,38,49,13,6,7,31,24,48,30,42,12,32,39,27,26,45,30,46,36,41,34,30,17,39,42,39,42,31,6,8,53,38,5,36,11,46,28,52,34,22,44,11,20,48,17,19,28,24,16,39,9,30,28,50,32,36,29,28,3,42,44,26,17,44,16,42,43,36,48,47,43,25,20,28,16,36,42,44,7,30,42,25,42,21,7,26,36,11,30,43,18,27,34,22,34,21,50,44,28,46,42,44,41,49,37,46,20,47,32,38,28,14,27,38,36,30,39,33,7,46,40,5,9,38,37,19,32,30,45,7,37,30,44,37,22,47,33,49,44,39,34,31,22,43,4,40,49,42,28,48,27,47,15,41,34,26,32,39,35,28,10,26,28,50,40,18,34,44,18,9,37,45,20,16,26,49,46,3,51,50,46,32,46,8,50,43,35,20,31,49,47,29,34,46,16,36,25,3,32,24,33,9,8,47,11,18,38,48,42,32,42,45,49,16,27,48,50,32,16,38,47,33,24,9,53,37,34,43,40,26,18,31,13,25,53,19,46,23,52,35,36,29,25,20,41,32,34,40,3,22,40,17,16,19,10,31,40,39,32,12,26,39,41,3,43,40,9,20,21,39,42,11,52,28,27,44,18,11,50,36,43,46,26,42,42,25,13,41,15,38,11,11,27,29,5,20,37,44,36,26,40,44,53,35,34,35,42,38,18,51,23,35,28,32,5,37,40,16,32,32,11,34,16,7,22,34,33,9,38,49,42,12,38,38,25,27,14,44,20,27,16,47,29,15,43,29,29,45,30,49,42,49,3,29,48,44,42,12,15,36,18,3,39,44,27,33,21,44,17,11,44,18,26,46,33,35,9,10,49,40,43,26,30,37,46,24,20,16,22,8,26,15,12,26,30,34,7,38,42,37,47,35,21,38,30,47,38,42,15,9,41,30,36,13,50,47,38,42,6,34,46,20,6,28,31,37,47,48,17,38,25,12,9
19,42,37,26,30,40,48,23,15,29,28,53,26,32,31,29,21,44,51,8,46,26,25,24,35,38,18,26,34,10,47,3,49,17,6,22,35,40,51,17,44,48,15,41,13,38,43,18,44,28,41,34,25,46,33,44,48,42,34,4,16,34,38,6,38,7,49,30,52,36,20,53,13,21,40,47,30,24,20,16,39,9,30,37,46,37,36,29,28,22,46,45,26,32,44,44,42,39,34,49,49,42,20,21,28,16,35,42,33,7,30,37,20,52,21,3,25,38,13,31,47,46,29,34,45,36,20,54,44,28,48,43,47,41,53,41,45,38,48,44,29,38,39,34,36,31,34,39,26,7,25,40,5,11,40,38,51,37,35,17,9,34,33,38,10,22,47,48,49,38,40,50,32,23,43,39,29,25,29,28,52,29,6,15,24,34,21,38,42,34,26,46,28,30,40,41,3,36,42,19,33,37,17,32,43,30,47,38,5,38,47,47,28,46,8,26,40,34,42,40,42,43,29,36,47,18,39,26,8,31,24,54,9,8,40,9,18,38,42,44,42,38,46,51,33,49,49,43,30,21,21,50,50,24,9,47,38,34,43,52,38,3,40,13,35,54,19,29,23,40,35,24,40,24,24,34,29,34,42,3,30,34,19,16,19,10,15,40,39,33,46,30,38,42,28,45,32,36,20,21,27,40,11,50,28,21,47,46,35,50,36,36,46,28,42,43,23,13,39,34,39,11,10,24,30,3,20,37,48,36,26,44,46,25,27,34,13,36,40,21,51,22,10,28,17,5,39,31,17,36,26,34,34,16,12,22,33,52,9,38,51,44,10,38,40,14,23,14,41,18,27,16,48,29,15,47,31,3,36,30,49,37,38,3,31,18,36,40,12,16,36,13,17,45,35,42,34,33,46,20,11,46,17,22,51,42,36,36,10,48,38,53,28,30,38,49,34,33,16,16,8,26,14,47,28,31,26,42,38,43,43,43,43,22,43,30,46,10,42,15,40,38,31,28,21,44,48,39,46,6,48,45,20,14,28,30,37,46,47,9,38,38,12,18
20,31,39,27,30,40,48,34,15,29,30,54,43,32,34,29,23,46,47,8,28,40,25,26,39,53,18,24,34,13,48,42,13,15,7,21,37,53,52,17,44,55,19,43,13,42,51,17,48,28,40,42,29,47,33,42,48,55,38,28,46,34,13,6,37,9,47,34,52,46,18,11,51,5,50,47,30,24,20,16,35,8,32,15,48,39,37,29,30,22,46,48,27,13,44,46,50,43,24,43,49,38,33,22,26,37,32,43,33,7,30,38,21,52,22,13,28,36,12,34,46,29,26,34,46,32,30,55,55,28,48,23,45,34,50,39,47,18,49,44,38,38,39,28,42,35,34,40,26,7,54,39,5,50,39,35,50,40,35,17,30,41,34,44,25,22,48,33,51,39,41,54,28,31,49,39,29,23,44,36,54,11,19,23,36,38,22,38,43,34,24,26,15,25,46,44,3,40,44,19,11,40,31,32,18,31,50,43,13,49,47,48,35,48,8,52,40,36,44,42,44,45,29,36,45,19,27,24,8,7,24,53,9,18,47,11,18,28,41,44,42,44,49,43,28,45,50,43,32,16,50,52,33,22,9,55,36,34,45,40,30,3,41,13,29,55,19,46,21,45,31,25,40,30,19,39,29,42,20,6,30,35,15,50,19,19,16,35,44,33,46,26,39,42,32,47,44,43,15,23,41,41,9,50,27,19,47,52,30,52,38,36,48,28,42,43,23,11,41,53,40,14,9,24,30,44,20,32,49,36,28,45,46,17,21,35,34,34,45,26,52,26,26,34,28,27,40,31,45,32,24,31,34,9,50,19,36,55,9,11,31,46,40,41,38,25,24,14,41,18,32,20,48,45,15,40,32,24,47,15,51,38,32,3,36,25,38,15,15,17,40,22,37,53,35,44,4,31,48,20,40,47,20,22,42,35,35,36,53,48,41,51,28,26,39,46,41,33,15,19,7,28,18,42,28,31,27,8,34,44,43,45,9,22,42,30,47,42,43,13,36,16,31,36,11,52,49,40,48,40,38,45,18,18,28,12,44,49,51,24,33,38,16,22
21,48,39,28,30,40,49,36,7,31,22,55,38,33,14,29,23,46,53,46,29,40,23,29,40,48,28,26,30,13,49,48,38,16,18,11,35,40,51,35,19,55,15,49,18,34,44,17,42,30,40,43,4,40,33,42,45,42,34,28,48,55,13,6,38,9,27,33,53,31,19,37,17,3,50,21,3,24,25,8,33,13,36,41,48,35,26,29,26,24,42,42,27,13,42,46,50,41,24,50,48,44,34,24,27,38,37,44,27,52,34,42,45,53,29,3,40,36,46,34,47,28,26,48,35,32,22,55,42,30,40,24,49,12,51,41,49,29,50,30,38,40,40,38,44,35,35,41,30,7,20,25,5,10,46,35,51,40,51,19,30,41,34,40,27,20,44,35,51,40,54,48,40,31,45,41,31,23,45,40,55,23,22,27,20,47,23,42,42,35,32,39,27,25,41,46,40,42,44,19,9,40,35,13,39,32,51,44,13,36,49,49,29,38,10,28,40,29,46,42,44,42,29,47,45,20,35,24,44,7,25,52,9,8,35,11,21,40,42,44,37,46,50,39,29,18,52,53,46,18,21,41,34,22,9,44,37,36,48,42,32,3,43,13,27,52,18,46,19,29,31,25,41,33,16,15,31,34,40,6,30,35,17,53,20,24,16,36,35,38,18,14,39,34,22,39,35,49,15,17,36,35,9,38,25,44,47,48,36,51,18,33,49,28,55,46,33,15,43,36,40,11,9,25,45,42,20,28,49,38,30,45,48,25,23,40,34,44,42,26,52,17,40,34,28,7,39,25,46,36,22,32,35,7,51,17,36,55,10,10,51,46,45,49,42,19,24,14,40,18,33,16,48,44,24,15,29,18,47,15,40,36,53,11,51,30,49,45,17,17,38,22,23,43,37,48,3,10,46,20,7,48,21,20,43,35,35,36,54,50,41,54,28,26,38,41,34,23,24,15,7,31,23,12,26,31,36,7,34,49,53,47,43,23,44,38,42,32,46,36,49,17,48,38,15,42,49,24,48,42,52,44,18,18,32,10,31,24,52,22,40,39,15,8
